r,g,b,x,y,h,s,v
32,18,10,74,2101770,21.818181818181813,0.6875,0.12549019607843137
43,23,14,75,2823950,18.62068965517244,0.6744186046511628,0.16862745098039217
57,39,32,76,3745568,16.80000000000001,0.4385964912280702,0.2235294117647059
51,30,25,77,3350041,11.538461538461547,0.5098039215686275,0.2
49,29,19,78,3218707,20.0,0.6122448979591837,0.19215686274509805
23,13,18,79,1510674,330.0,0.43478260869565216,0.09019607843137255
19,11,18,80,1248018,307.5,0.42105263157894735,0.07450980392156863
34,15,15,81,2232079,0.0,0.5588235294117647,0.13333333333333333
21,17,21,82,1380629,300.0,0.19047619047619047,0.08235294117647059
29,20,22,83,1905686,346.6666666666667,0.3103448275862069,0.11372549019607843
31,20,22,84,2036758,349.09090909090907,0.3548387096774194,0.12156862745098039
20,15,17,85,1314577,336.0,0.25,0.0784313725490196
26,14,19,86,1707539,335.0,0.46153846153846156,0.10196078431372549
26,22,34,87,1709602,260.0,0.35294117647058826,0.13333333333333333
24,26,59,88,1579579,236.57142857142858,0.5932203389830508,0.23137254901960785
43,42,74,89,2828874,241.875,0.4324324324324325,0.2901960784313726
68,60,97,90,4471905,252.97297297297297,0.38144329896907214,0.3803921568627451
119,103,183,91,7825335,252.0,0.4371584699453552,0.7176470588235294
129,111,186,92,8482746,254.4,0.4032258064516129,0.7294117647058823
114,94,157,93,7495325,259.04761904761904,0.4012738853503185,0.615686274509804
147,119,191,94,9664447,263.3333333333333,0.3769633507853403,0.7490196078431373
123,102,162,95,8087202,261.0,0.3703703703703703,0.6352941176470588
129,106,173,96,8481453,260.5970149253731,0.3872832369942196,0.6784313725490196
155,140,165,97,10194085,275.99999999999994,0.1515151515151515,0.6470588235294118
102,163,178,98,6726578,191.8421052631579,0.4269662921348314,0.6980392156862745
113,192,239,99,7454959,202.38095238095238,0.5271966527196653,0.9372549019607843
137,116,187,100,9008315,257.7464788732394,0.3796791443850267,0.7333333333333333
71,68,85,101,4670549,250.58823529411765,0.19999999999999996,0.3333333333333333
73,82,105,102,4805225,223.12499999999997,0.3047619047619048,0.4117647058823529
64,146,190,103,4231870,200.95238095238096,0.6631578947368422,0.7450980392156863
59,103,136,104,3893128,205.71428571428572,0.5661764705882353,0.5333333333333333
66,107,139,105,4352907,206.3013698630137,0.5251798561151079,0.5450980392156862
72,91,122,106,4742010,217.2,0.4098360655737705,0.47843137254901963
42,115,190,107,2782142,210.40540540540542,0.7789473684210527,0.7450980392156863
55,132,189,108,3638461,205.52238805970148,0.708994708994709,0.7411764705882353
19,91,174,109,1268654,212.1290322580645,0.8908045977011495,0.6823529411764706
16,78,152,110,1068696,212.64705882352942,0.8947368421052632,0.596078431372549
20,82,165,111,1331877,214.3448275862069,0.8787878787878787,0.6470588235294118
7,20,72,112,463944,228.0,0.9027777777777777,0.2823529411764706
19,61,139,113,1260939,219.0,0.8633093525179856,0.5450980392156862
64,72,156,114,4212892,234.7826086956522,0.5897435897435898,0.611764705882353
43,77,150,115,2837910,220.93457943925233,0.7133333333333334,0.5882352941176471
78,116,198,116,5141702,221.0,0.6060606060606061,0.7764705882352941
53,74,111,117,3492463,218.27586206896552,0.5225225225225225,0.43529411764705883
39,39,103,118,2565991,240.0,0.6213592233009708,0.403921568627451
96,110,217,119,6319833,233.05785123966942,0.5576036866359447,0.8509803921568627
48,56,142,120,3160206,234.89361702127658,0.6619718309859155,0.5568627450980392
44,55,128,121,2897792,232.14285714285714,0.65625,0.5019607843137255
85,70,146,122,5588626,251.8421052631579,0.5205479452054794,0.5725490196078431
68,69,160,123,4474272,239.34782608695653,0.575,0.6274509803921569
47,48,109,124,3092589,239.03225806451613,0.5688073394495412,0.42745098039215684
44,39,79,125,2893647,247.5,0.5063291139240506,0.30980392156862746
48,49,122,126,3158394,239.1891891891892,0.6065573770491803,0.47843137254901963
17,20,33,127,1119265,228.75,0.4848484848484849,0.12941176470588237
27,31,57,128,1777465,232.0,0.5263157894736843,0.2235294117647059
29,35,69,129,1909573,231.0,0.5797101449275363,0.27058823529411763
29,30,55,130,1908279,237.69230769230768,0.4727272727272728,0.21568627450980393
32,36,59,131,2106427,231.11111111111111,0.45762711864406785,0.23137254901960785
33,36,76,132,2171980,235.8139534883721,0.5657894736842105,0.2980392156862745
47,55,111,133,3094383,232.5,0.5765765765765766,0.43529411764705883
32,38,96,134,2106976,234.375,0.6666666666666666,0.3764705882352941
26,32,57,135,1712185,228.38709677419354,0.543859649122807,0.2235294117647059
33,38,56,136,2172472,226.95652173913044,0.41071428571428564,0.2196078431372549
34,43,64,137,2239296,222.0,0.46875,0.25098039215686274
31,37,53,138,2041141,223.63636363636363,0.41509433962264153,0.20784313725490197
29,32,44,139,1908780,228.0,0.3409090909090909,0.17254901960784313
27,36,52,140,1778740,218.4,0.4807692307692308,0.20392156862745098
44,64,103,141,2900071,219.66101694915255,0.5728155339805825,0.403921568627451
36,96,134,142,2384006,203.26530612244898,0.7313432835820896,0.5254901960784314
59,82,124,143,3887740,218.76923076923077,0.5241935483870968,0.48627450980392156
115,87,58,144,7558970,30.5263157894737,0.4956521739130435,0.45098039215686275
125,90,50,145,8215090,32.0,0.6,0.49019607843137253
32,47,61,146,2109245,208.9655172413793,0.4754098360655738,0.23921568627450981
33,41,51,147,2173235,213.33333333333334,0.3529411764705882,0.2
39,55,73,148,2570057,211.76470588235293,0.46575342465753417,0.28627450980392155
105,131,156,149,6914972,209.41176470588238,0.326923076923077,0.611764705882353
50,70,92,150,3294812,211.42857142857142,0.45652173913043476,0.3607843137254902
25,21,21,151,1643797,0.0,0.16,0.09803921568627451
40,26,28,152,2628124,351.42857142857144,0.35,0.1568627450980392
37,25,30,153,2431262,335.0,0.3243243243243244,0.1450980392156863
12,12,21,154,789525,240.0,0.42857142857142855,0.08235294117647059
24,17,32,155,1577248,268.0,0.46875,0.12549019607843137
18,14,18,156,1183250,300.0,0.2222222222222222,0.07058823529411765
18,15,20,157,1183508,276.0,0.25,0.0784313725490196
14,21,40,158,922920,223.84615384615384,0.65,0.1568627450980392
131,128,136,159,8618120,262.49999999999994,0.058823529411764705,0.5333333333333333
133,132,143,160,8750223,245.45454545454544,0.07692307692307684,0.5607843137254902
25,26,30,161,1645086,228.0,0.16666666666666666,0.11764705882352941
26,19,24,162,1708824,317.1428571428571,0.2692307692307692,0.10196078431372549
48,26,33,163,3152417,340.9090909090909,0.4583333333333333,0.18823529411764706
54,42,50,164,3549746,320.0,0.2222222222222222,0.21176470588235294
62,36,40,165,4072488,350.7692307692308,0.41935483870967744,0.24313725490196078
27,31,80,166,1777488,235.47169811320754,0.6625,0.3137254901960784
127,149,181,167,8361397,215.55555555555554,0.2983425414364641,0.7098039215686275
152,179,213,168,10007509,213.4426229508197,0.2863849765258216,0.8352941176470589
127,146,173,169,8360621,215.21739130434784,0.26589595375722547,0.6784313725490196
128,156,188,170,8428732,212.0,0.31914893617021284,0.7372549019607844
124,145,174,171,8163758,214.8,0.2873563218390805,0.6823529411764706
139,161,195,172,9150915,216.42857142857142,0.2871794871794872,0.7647058823529411
143,162,194,173,9413314,217.64705882352942,0.2628865979381443,0.7607843137254902
124,182,224,174,8173280,205.2,0.44642857142857145,0.8784313725490196
117,131,156,175,7701404,218.46153846153848,0.2500000000000001,0.611764705882353
116,130,155,176,7635611,218.46153846153845,0.25161290322580643,0.6078431372549019
153,169,200,177,10070472,219.5744680851064,0.23500000000000001,0.7843137254901961
76,84,126,178,5002366,230.4,0.39682539682539686,0.49411764705882355
62,60,87,179,4078679,244.44444444444446,0.3103448275862069,0.3411764705882353
48,49,71,180,3158343,237.39130434782606,0.323943661971831,0.2784313725490196
65,54,53,181,4273717,5.0,0.18461538461538451,0.2549019607843137
80,76,79,182,5262415,314.99999999999994,0.05,0.3137254901960784
125,143,165,183,8228773,213.0,0.2424242424242425,0.6470588235294118
94,82,84,184,6181460,350.00000000000006,0.1276595744680851,0.3686274509803922
85,101,135,185,5596551,220.8,0.3703703703703704,0.5294117647058824
45,70,116,186,2967156,218.8732394366197,0.6120689655172414,0.4549019607843137
8,46,59,187,536123,195.29411764705884,0.864406779661017,0.23137254901960785
5,17,32,188,332064,213.33333333333334,0.84375,0.12549019607843137
9,20,30,189,594974,208.57142857142856,0.7,0.11764705882352941
9,17,35,190,594211,221.53846153846155,0.7428571428571429,0.13725490196078433
2,2,2,191,131586,0,0.0,0.00784313725490196
9,9,9,192,592137,0,0.0,0.03529411764705882
11,11,11,193,723723,0,0.0,0.043137254901960784
12,11,11,194,789259,0.0,0.08333333333333333,0.047058823529411764
10,10,10,195,657930,0,0.0,0.0392156862745098
12,12,12,196,789516,0,0.0,0.047058823529411764
9,9,10,197,592138,240.0,0.1,0.0392156862745098
11,11,11,198,723723,0,0.0,0.043137254901960784
12,12,12,199,789516,0,0.0,0.047058823529411764
14,14,14,200,921102,0,0.0,0.054901960784313725
16,16,15,201,1052687,60.0,0.0625,0.06274509803921569
9,9,9,202,592137,0,0.0,0.03529411764705882
17,17,17,203,1118481,0,0.0,0.06666666666666667
