r,g,b,x,y,h,s,v
144,86,88,102,9459288,357.9310344827586,0.40277777777777773,0.5647058823529412
85,60,31,103,5585951,32.22222222222223,0.6352941176470588,0.3333333333333333
71,64,42,104,4669482,45.51724137931035,0.4084507042253521,0.2784313725490196
57,49,30,105,3748126,42.22222222222223,0.4736842105263158,0.2235294117647059
55,43,42,106,3615530,4.615384615384642,0.23636363636363641,0.21568627450980393
45,34,32,107,2957856,9.230769230769226,0.2888888888888889,0.17647058823529413
38,29,28,108,2497820,6.0,0.2631578947368421,0.14901960784313725
53,39,38,109,3483430,4.0,0.28301886792452835,0.20784313725490197
34,32,35,110,2236451,279.99999999999994,0.08571428571428581,0.13725490196078433
27,21,29,111,1774877,285.0,0.27586206896551724,0.11372549019607843
44,41,45,112,2894125,284.99999999999994,0.08888888888888888,0.17647058823529413
52,38,39,113,3417639,355.7142857142857,0.2692307692307692,0.20392156862745098
38,29,41,114,2497833,285.0,0.29268292682926833,0.1607843137254902
22,23,35,115,1447715,235.3846153846154,0.3714285714285715,0.13725490196078433
28,18,30,116,1839646,290.0,0.4,0.11764705882352941
27,19,33,117,1774369,274.2857142857143,0.4242424242424243,0.12941176470588237
44,38,48,118,2893360,276.0,0.20833333333333334,0.18823529411764706
23,20,29,119,1512477,260.0,0.3103448275862069,0.11372549019607843
51,43,52,120,3353396,293.33333333333337,0.17307692307692302,0.20392156862745098
36,28,37,121,2366501,293.3333333333333,0.2432432432432433,0.1450980392156863
38,17,20,122,2494740,351.42857142857144,0.5526315789473685,0.14901960784313725
46,27,20,123,3021588,16.153846153846132,0.5652173913043478,0.1803921568627451
32,17,7,124,2101511,24.0,0.78125,0.12549019607843137
40,26,15,125,2628111,26.399999999999977,0.625,0.1568627450980392
61,55,25,126,4011801,50.0,0.5901639344262295,0.23921568627450981
41,21,16,127,2692368,12.0,0.6097560975609756,0.1607843137254902
27,8,1,128,1771521,16.153846153846132,0.9629629629629629,0.10588235294117647
88,73,59,129,5785915,28.965517241379303,0.32954545454545453,0.34509803921568627
44,23,11,130,2889483,21.818181818181813,0.7499999999999999,0.17254901960784313
69,68,24,131,4539416,58.666666666666686,0.6521739130434783,0.27058823529411763
99,62,47,132,6503983,17.30769230769232,0.5252525252525252,0.38823529411764707
132,97,69,133,8675653,26.66666666666663,0.47727272727272735,0.5176470588235295
126,100,74,134,8283210,30.0,0.4126984126984127,0.49411764705882355
159,123,82,135,10451794,31.948051948051955,0.4842767295597484,0.6235294117647059
91,66,38,136,5980710,31.69811320754718,0.5824175824175825,0.3568627450980392
100,68,53,137,6571061,19.148936170212778,0.47,0.39215686274509803
122,109,92,138,8023388,34.0,0.24590163934426235,0.47843137254901963
91,69,63,139,5981503,12.857142857142833,0.30769230769230765,0.3568627450980392
102,76,65,140,6704193,17.83783783783781,0.3627450980392158,0.4
67,44,30,141,4402206,22.70270270270271,0.5522388059701493,0.2627450980392157
130,95,70,142,8544070,25.0,0.46153846153846145,0.5098039215686274
60,58,71,143,3947079,249.23076923076923,0.1830985915492958,0.2784313725490196
84,76,73,144,5524553,16.363636363636374,0.130952380952381,0.32941176470588235
112,81,52,145,7360820,29.0,0.5357142857142857,0.4392156862745098
119,87,64,146,7821120,25.090909090909122,0.46218487394957986,0.4666666666666667
72,72,76,147,4737100,240.0,0.05263157894736842,0.2980392156862745
96,96,90,148,6316122,60.0,0.062499999999999924,0.3764705882352941
82,69,73,149,5391689,341.53846153846155,0.15853658536585377,0.3215686274509804
92,83,70,150,6050630,35.45454545454544,0.23913043478260862,0.3607843137254902
178,204,221,151,11717853,203.72093023255812,0.1945701357466064,0.8666666666666667
73,74,79,152,4803151,229.99999999999991,0.07594936708860768,0.30980392156862746
115,83,63,153,7557951,23.076923076923094,0.45217391304347826,0.45098039215686275
105,72,57,154,6899769,18.75,0.4571428571428571,0.4117647058823529
102,109,130,155,6712706,225.0,0.21538461538461529,0.5098039215686274
14,13,14,156,920846,300.0,0.07142857142857142,0.054901960784313725
15,14,14,157,986638,0.0,0.06666666666666667,0.058823529411764705
20,20,20,158,1315860,0,0.0,0.0784313725490196
17,17,17,159,1118481,0,0.0,0.06666666666666667
23,23,23,160,1513239,0,0.0,0.09019607843137255
20,20,20,161,1315860,0,0.0,0.0784313725490196
