r,g,b,x,y
0,0,0,0,0
0,0,0,1,0
108,107,23,2,7105303
116,106,59,3,7629371
133,87,47,4,8738607
158,150,102,5,10393190
168,123,46,6,11041582
194,164,42,7,12756010
124,125,75,8,8158539
163,142,78,9,10718798
163,166,125,10,10724989
156,125,41,11,10255657
155,139,27,12,10193691
182,178,121,13,11973241
137,126,231,14,9010919
122,180,169,15,8041641
131,137,130,16,8620418
162,174,127,17,10661503
187,182,119,18,12301943
186,190,135,19,12238471
180,197,161,20,11847073
157,164,94,21,10331230
164,156,118,22,10787958
173,163,43,23,11379499
2,83,152,24,152472
172,108,67,25,11299907
172,98,51,26,11297331
140,102,75,27,9201227
170,105,85,28,11168085
185,101,52,29,12150068
184,103,55,30,12085047
44,64,121,31,2900089
134,154,103,32,8821351
52,51,35,33,3420963
143,138,82,34,9407058
185,136,57,35,12159033
53,58,40,36,3488296
149,148,102,37,9802854
105,90,52,38,6904372
116,121,80,39,7633232
96,96,56,40,6316088
100,99,61,41,6579005
96,125,101,42,6323557
148,125,49,43,9731377
109,116,78,44,7173198
44,49,24,45,2896152
14,14,9,46,921097
88,102,62,47,5793342
110,120,86,48,7239766
82,97,58,49,5398842
126,124,69,50,8289349
100,97,62,51,6578494
125,128,87,52,8224855
177,159,136,53,11640712
162,166,78,54,10659406
117,127,60,55,7700284
126,116,109,56,8287341
153,142,135,57,10063495
181,177,107,58,11907435
153,150,94,59,10065502
59,77,48,60,3886384
48,62,33,61,3161633
168,142,63,62,11046463
121,117,57,63,7959865
148,158,71,64,9739847
140,125,126,65,9207166
154,145,123,66,10129787
136,131,120,67,8946552
131,118,109,68,8615533
125,121,86,69,8223062
127,121,70,70,8354118
128,119,55,71,8419127
177,150,103,72,11638375
117,92,55,73,7691319
114,87,88,74,7493464
140,111,77,75,9203533
113,110,58,76,7433786
157,152,143,77,10328207
151,139,111,78,9931631
168,168,191,79,11053247
67,106,121,80,4418169
105,160,162,81,6922402
103,141,121,82,6786425
104,111,70,83,6844230
149,153,158,84,9804190
107,129,50,85,7045426
91,92,39,86,5987367
182,192,177,87,11976881
154,139,79,88,10128207
118,140,116,89,7769204
142,148,103,90,9344103
140,177,142,91,9220494
136,191,181,92,8961973
185,178,167,93,12169895
61,71,38,94,4015910
122,140,129,95,8031361
97,88,68,96,6379588
123,114,79,97,8090191
121,108,93,98,7957597
103,98,80,99,6775376
88,81,70,100,5787974
105,116,82,101,6911058
157,162,150,102,10330774
132,123,90,103,8682330
69,81,46,104,4542766
92,90,57,105,6052409
88,86,60,106,5789244
93,82,61,107,6115901
110,98,88,108,7234136
119,129,125,109,7831933
117,109,85,110,7695701
101,86,76,111,6641228
75,85,59,112,4937019
116,115,100,113,7631716
113,102,105,114,7431785
53,52,39,115,3486759
108,116,82,116,7107666
81,73,58,117,5327162
36,37,29,118,2368797
113,95,59,119,7429947
164,141,168,120,10784168
116,101,71,121,7628103
152,132,148,122,9995412
147,134,113,123,9668209
170,200,221,124,11192541
144,153,49,125,9476401
147,158,103,126,9674343
142,148,82,127,9344082
6,8,6,128,395270
6,6,9,129,394761
8,8,12,130,526348
12,11,17,131,789265
10,9,14,132,657678
8,8,12,133,526348
