r,g,b,x,y,h,s,v
4,15,36,47,266020,219.375,0.8888888888888888,0.1411764705882353
5,16,42,48,331818,222.16216216216216,0.8809523809523808,0.16470588235294117
28,41,81,49,1845585,225.2830188679245,0.654320987654321,0.3176470588235294
4,1,15,50,262415,252.85714285714286,0.9333333333333333,0.058823529411764705
19,15,37,51,1249061,250.9090909090909,0.5945945945945946,0.1450980392156863
48,29,30,52,3153182,356.8421052631579,0.3958333333333333,0.18823529411764706
53,35,41,53,3482409,340.0,0.33962264150943394,0.20784313725490197
16,21,45,54,1053997,229.6551724137931,0.6444444444444445,0.17647058823529413
75,71,129,55,4933505,244.13793103448276,0.44961240310077516,0.5058823529411764
163,112,59,56,10711099,30.576923076923094,0.6380368098159509,0.6392156862745098
123,73,28,57,8079644,28.42105263157896,0.7723577235772358,0.4823529411764706
114,123,130,58,7502722,206.25,0.12307692307692297,0.5098039215686274
81,109,107,59,5336427,175.71428571428572,0.25688073394495414,0.42745098039215684
104,138,132,60,6851204,169.41176470588238,0.24637681159420285,0.5411764705882353
97,124,99,61,6388835,124.44444444444446,0.217741935483871,0.48627450980392156
114,112,82,62,7499858,56.25,0.2807017543859649,0.4470588235294118
122,121,88,63,8026456,58.235294117647015,0.27868852459016397,0.47843137254901963
82,158,176,64,5414576,191.48936170212767,0.5340909090909091,0.6901960784313725
97,128,104,65,6389864,133.5483870967742,0.24218750000000003,0.5019607843137255
72,91,52,66,4741940,89.23076923076923,0.4285714285714286,0.3568627450980392
93,128,117,67,6127733,161.14285714285714,0.2734375,0.5019607843137255
75,129,110,68,4948334,158.88888888888889,0.41860465116279066,0.5058823529411764
78,140,125,69,5147773,165.48387096774192,0.44285714285714284,0.5490196078431373
121,128,131,70,7962755,197.99999999999994,0.07633587786259537,0.5137254901960784
106,115,131,71,6976387,218.4,0.19083969465648842,0.5137254901960784
91,104,122,72,5990522,214.83870967741936,0.2540983606557377,0.47843137254901963
80,60,68,73,5258308,336.0,0.25,0.3137254901960784
72,65,76,74,4735308,278.1818181818182,0.1447368421052632,0.2980392156862745
119,153,171,75,7838123,200.76923076923077,0.3040935672514619,0.6705882352941176
85,92,100,76,5594212,212.0,0.15000000000000002,0.39215686274509803
58,34,40,77,3809832,345.0,0.41379310344827586,0.22745098039215686
62,37,46,78,4072750,338.4,0.4032258064516128,0.24313725490196078
61,59,71,79,4012871,250.0,0.16901408450704225,0.2784313725490196
78,86,98,80,5133922,216.0,0.2040816326530612,0.3843137254901961
123,123,120,81,8092536,60.0,0.024390243902439053,0.4823529411764706
112,129,138,82,7373194,200.76923076923077,0.18840579710144922,0.5411764705882353
162,140,110,83,10652782,34.61538461538464,0.3209876543209876,0.6352941176470588
116,123,126,84,7633790,198.0,0.07936507936507942,0.49411764705882355
130,114,105,85,8548969,21.600000000000023,0.1923076923076923,0.5098039215686274
133,135,54,86,8750902,61.481481481481474,0.6,0.5294117647058824
118,166,153,87,7775897,163.75,0.2891566265060241,0.6509803921568628
120,126,105,88,7896681,77.14285714285715,0.16666666666666674,0.49411764705882355
150,163,144,89,9872272,101.05263157894734,0.11656441717791405,0.6392156862745098
112,105,83,90,7366995,45.51724137931035,0.2589285714285714,0.4392156862745098
101,117,113,91,6649201,165.0,0.13675213675213677,0.4588235294117647
128,109,74,92,8416586,38.88888888888886,0.42187499999999994,0.5019607843137255
152,61,62,93,9977150,359.34065934065933,0.5986842105263157,0.596078431372549
144,44,24,94,9448472,10.0,0.8333333333333334,0.5647058823529412
171,81,14,95,11227406,25.605095541401283,0.9181286549707602,0.6705882352941176
86,104,62,96,5662782,85.7142857142857,0.40384615384615385,0.40784313725490196
46,101,75,97,3040587,151.63636363636363,0.5445544554455445,0.396078431372549
93,25,72,98,6101320,318.52941176470586,0.7311827956989247,0.36470588235294116
159,97,53,99,10445109,24.90566037735846,0.6666666666666666,0.6235294117647059
