r,g,b,x,y,h,s,v
38,47,87,273,2502487,228.9795918367347,0.5632183908045977,0.3411764705882353
28,41,78,274,1845582,224.4,0.6410256410256411,0.3058823529411765
78,85,114,275,5133682,228.33333333333334,0.3157894736842105,0.4470588235294118
60,56,104,276,3946600,245.0,0.46153846153846156,0.40784313725490196
53,64,109,277,3489901,228.21428571428572,0.5137614678899082,0.42745098039215684
57,64,88,278,3752024,226.45161290322582,0.35227272727272724,0.34509803921568627
69,68,98,279,4539490,242.0,0.3061224489795919,0.3843137254901961
77,70,97,280,5064289,255.55555555555554,0.2783505154639174,0.3803921568627451
39,29,71,281,2563399,254.28571428571428,0.591549295774648,0.2784313725490196
43,31,72,282,2826056,257.5609756097561,0.5694444444444444,0.2823529411764706
72,58,107,283,4733547,257.14285714285717,0.45794392523364486,0.4196078431372549
62,71,102,284,4081510,226.5,0.3921568627450981,0.4
87,93,117,285,5725557,228.0,0.25641025641025633,0.4588235294117647
49,45,108,286,3222892,243.8095238095238,0.5833333333333333,0.4235294117647059
47,46,98,287,3092066,241.15384615384616,0.5306122448979592,0.3843137254901961
66,64,120,288,4341880,242.14285714285714,0.4666666666666667,0.47058823529411764
123,106,141,289,8088205,269.1428571428571,0.24822695035460993,0.5529411764705883
18,40,74,290,1189962,216.42857142857144,0.7567567567567568,0.2901960784313726
21,36,65,291,1385537,219.54545454545456,0.676923076923077,0.2549019607843137
63,87,163,292,4151203,225.6,0.6134969325153373,0.6392156862745098
119,91,114,293,7822194,310.7142857142857,0.23529411764705882,0.4666666666666667
132,117,125,294,8680829,328.00000000000006,0.11363636363636376,0.5176470588235295
118,82,107,295,7754347,318.33333333333337,0.30508474576271183,0.4627450980392157
122,68,83,296,8012883,343.3333333333333,0.4426229508196722,0.47843137254901963
121,67,86,297,7947094,338.88888888888886,0.44628099173553715,0.4745098039215686
125,71,88,298,8210264,341.1111111111111,0.43199999999999994,0.49019607843137253
62,97,137,299,4088201,212.0,0.5474452554744524,0.5372549019607843
116,111,129,300,7630721,256.6666666666667,0.13953488372093018,0.5058823529411764
136,99,109,301,8938349,343.7837837837838,0.27205882352941174,0.5333333333333333
132,97,101,302,8675685,353.14285714285717,0.26515151515151525,0.5176470588235295
118,56,87,303,7747671,330.0,0.5254237288135594,0.4627450980392157
107,86,93,304,7034461,340.0,0.19626168224299062,0.4196078431372549
108,79,102,305,7098214,312.41379310344826,0.2685185185185185,0.4235294117647059
117,60,85,306,7683157,333.6842105263158,0.48717948717948717,0.4588235294117647
